x,y,Ex,Ey,Ex_exact,Ey_exact
0.947917,0.567708,0.175457,0.150752,0.159224,0.159224
0.942708,0.572917,0.158508,0.182815,0.17434,0.17434
0.963542,0.567708,0.128,0.103368,0.111711,0.111711
0.958333,0.572917,0.111283,0.135487,0.127116,0.127116
0.979167,0.567708,0.0802351,0.0557347,0.0639291,0.0639291
0.973958,0.572917,0.0637921,0.0878327,0.0795863,0.0795863
0.994792,0.567708,0.0322782,0.00796705,0.015993,0.015993
0.989583,0.572917,0.016148,0.0399664,0.0318644,0.0318644
0.0104167,0.583333,0.0160296,0.0393114,0.0316042,0.0316042
0.00520833,0.588542,0.0315697,0.0079021,0.0157328,0.0157328
0.0260417,0.583333,0.0634789,0.0863948,0.0789365,0.0789365
0.0208333,0.588542,0.0785535,0.0552751,0.0628892,0.0628892
0.0416667,0.583333,0.110776,0.13327,0.126079,0.126079
0.0364583,0.588542,0.125349,0.102515,0.109894,0.109894
0.0572917,0.583333,0.157808,0.179825,0.172917,0.172917
0.0520833,0.588542,0.171843,0.149508,0.156634,0.156634
0.0729167,0.583333,0.20446,0.225946,0.219339,0.219339
0.0677083,0.588542,0.217925,0.196142,0.202997,0.202997
0.0885417,0.583333,0.25062,0.271524,0.265232,0.265232
0.0833333,0.588542,0.263482,0.242303,0.248871,0.248871
0.104167,0.583333,0.296178,0.316447,0.310487,0.310487
0.0989583,0.588542,0.308405,0.28788,0.294145,0.294145
0.119792,0.583333,0.341023,0.360609,0.354993,0.354993
0.114583,0.588542,0.352587,0.332764,0.33871,0.33871
0.135417,0.583333,0.385047,0.403902,0.398644,0.398644
0.130208,0.588542,0.395919,0.376847,0.38246,0.38246
0.151042,0.583333,0.428144,0.446221,0.441335,0.441335
0.145833,0.588542,0.438298,0.420022,0.425288,0.425288
0.166667,0.583333,0.47021,0.487466,0.482963,0.482963
0.161458,0.588542,0.479623,0.462185,0.467092,0.467092
0.182292,0.583333,0.511145,0.527537,0.523427,0.523427
0.177083,0.588542,0.519792,0.503235,0.50777,0.50777
0.197917,0.583333,0.550848,0.566337,0.56263,0.56263
0.192708,0.588542,0.55871,0.543073,0.547225,0.547225
0.213542,0.583333,0.589226,0.603773,0.600478,0.600478
0.208333,0.588542,0.596283,0.581602,0.585362,0.585362
0.229167,0.583333,0.626184,0.639754,0.636879,0.636879
0.223958,0.588542,0.632419,0.618731,0.622088,0.622088
0.244792,0.583333,0.661635,0.674195,0.671746,0.671746
0.239583,0.588542,0.667033,0.654369,0.657316,0.657316
0.260417,0.583333,0.695492,0.707011,0.704995,0.704995
0.255208,0.588542,0.70004,0.68843,0.690961,0.690961
0.276042,0.583333,0.727674,0.738124,0.736545,0.736545
0.270833,0.588542,0.731362,0.720834,0.72294,0.72294
0.291667,0.583333,0.758104,0.767459,0.76632,0.76632
0.286458,0.588542,0.760922,0.7515,0.753179,0.753179
0.307292,0.583333,0.786708,0.794945,0.79425,0.79425
0.302083,0.588542,0.78865,0.780357,0.781602,0.781602
0.322917,0.583333,0.813417,0.820516,0.820266,0.820266
0.317708,0.588542,0.814478,0.807334,0.808143,0.808143
0.338542,0.583333,0.838167,0.84411,0.844306,0.844306
0.333333,0.588542,0.838344,0.832365,0.832737,0.832737
0.354167,0.583333,0.860898,0.865671,0.866313,0.866313
0.348958,0.588542,0.860191,0.855392,0.855325,0.855325
0.369792,0.583333,0.881556,0.885147,0.886232,0.886232
0.364583,0.588542,0.879967,0.876358,0.875852,0.875852
0.385417,0.583333,0.900091,0.90249,0.904016,0.904016
0.380208,0.588542,0.897623,0.895213,0.894269,0.894269
0.401042,0.583333,0.916458,0.917659,0.919622,0.919622
0.395833,0.588542,0.913117,0.911911,0.910532,0.910532
0.416667,0.583333,0.930617,0.930617,0.933013,0.933013
0.411458,0.588542,0.926412,0.926412,0.924601,0.924601
0.432292,0.583333,0.942535,0.941334,0.944156,0.944156
0.427083,0.588542,0.937476,0.938682,0.936443,0.936443
0.447917,0.583333,0.952183,0.949782,0.953024,0.953024
0.442708,0.588542,0.946281,0.94869,0.946029,0.946029
0.463542,0.583333,0.959537,0.955943,0.959597,0.959597
0.458333,0.588542,0.952807,0.956413,0.953336,0.953336
0.479167,0.583333,0.964581,0.959801,0.963858,0.963858
0.473958,0.588542,0.957039,0.961831,0.958346,0.958346
0.494792,0.583333,0.9673,0.961346,0.965797,0.965797
0.489583,0.588542,0.958965,0.964933,0.961047,0.961047
0.510417,0.583333,0.96769,0.960576,0.965409,0.965409
0.505208,0.588542,0.958581,0.96571,0.961433,0.961433
0.526042,0.583333,0.96575,0.957491,0.962695,0.962695
0.520833,0.588542,0.955889,0.96416,0.959503,0.959503
0.541667,0.583333,0.961483,0.9521,0.957662,0.957662
0.536458,0.588542,0.950894,0.960288,0.955261,0.955261
0.557292,0.583333,0.9549,0.944415,0.950322,0.950322
0.552083,0.588542,0.943609,0.954102,0.948719,0.948719
0.572917,0.583333,0.946017,0.934454,0.940693,0.940693
0.567708,0.588542,0.934051,0.945618,0.93989,0.93989
0.588542,0.583333,0.934856,0.922243,0.928797,0.928797
0.583333,0.588542,0.922243,0.934856,0.928797,0.928797
0.604167,0.583333,0.921443,0.90781,0.914664,0.914664
0.598958,0.588542,0.908214,0.921841,0.915467,0.915467
0.619792,0.583333,0.90581,0.891189,0.898328,0.898328
0.614583,0.588542,0.891997,0.906606,0.899931,0.899931
0.635417,0.583333,0.887996,0.872422,0.879827,0.879827
0.630208,0.588542,0.873632,0.889186,0.882228,0.882228
0.651042,0.583333,0.868043,0.851553,0.859207,0.859207
0.645833,0.588542,0.853163,0.869625,0.862399,0.862399
0.666667,0.583333,0.846,0.828632,0.836516,0.836516
0.661458,0.588542,0.830639,0.847968,0.840492,0.840492
0.682292,0.583333,0.821919,0.803715,0.811811,0.811811
0.677083,0.588542,0.806114,0.824269,0.81656,0.81656
0.697917,0.583333,0.795858,0.776862,0.78515,0.78515
0.692708,0.588542,0.779648,0.798583,0.790662,0.790662
0.713542,0.583333,0.767881,0.748137,0.756597,0.756597
0.708333,0.588542,0.751305,0.770974,0.762858,0.762858
0.729167,0.583333,0.738054,0.71761,0.726221,0.726221
0.723958,0.588542,0.721151,0.741507,0.733217,0.733217
0.744792,0.583333,0.70645,0.685354,0.694097,0.694097
0.739583,0.588542,0.689261,0.710254,0.701809,0.701809
0.760417,0.583333,0.673144,0.651447,0.660299,0.660299
0.755208,0.588542,0.655711,0.67729,0.668711,0.668711
0.776042,0.583333,0.638217,0.61597,0.624912,0.624912
0.770833,0.588542,0.620582,0.642694,0.634002,0.634002
0.791667,0.583333,0.601754,0.579009,0.588018,0.588018
0.786458,0.588542,0.583959,0.606549,0.597765,0.597765
0.807292,0.583333,0.563841,0.540653,0.549709,0.549709
0.802083,0.588542,0.545929,0.568943,0.560088,0.560088
0.822917,0.583333,0.524571,0.500995,0.510074,0.510074
0.817708,0.588542,0.506585,0.529967,0.521062,0.521062
0.838542,0.583333,0.484037,0.460129,0.469211,0.469211
0.833333,0.588542,0.466021,0.489713,0.480781,0.480781
0.854167,0.583333,0.442339,0.418155,0.427218,0.427218
0.848958,0.588542,0.424335,0.44828,0.439341,0.439341
0.869792,0.583333,0.399575,0.375174,0.384196,0.384196
0.864583,0.588542,0.381628,0.405767,0.396843,0.396843
0.885417,0.583333,0.355849,0.331288,0.340247,0.340247
0.880208,0.588542,0.338002,0.362276,0.353389,0.353389
0.901042,0.583333,0.311267,0.286604,0.29548,0.29548
0.895833,0.588542,0.293562,0.317912,0.309084,0.309084
0.916667,0.583333,0.265936,0.24123,0.25,0.25
0.911458,0.588542,0.248416,0.272781,0.264034,0.264034
0.932292,0.583333,0.219965,0.195274,0.203918,0.203918
0.927083,0.588542,0.202672,0.226994,0.218348,0.218348
0.947917,0.583333,0.173465,0.148847,0.157345,0.157345
0.942708,0.588542,0.156441,0.18066,0.172136,0.172136
0.963542,0.583333,0.126548,0.102062,0.110393,0.110393
0.958333,0.588542,0.109834,0.13389,0.125509,0.125509
0.979167,0.583333,0.0793273,0.0550305,0.0631746,0.0631746
0.973958,0.588542,0.0629635,0.0867972,0.0785799,0.0785799
0.994792,0.583333,0.0319163,0.0078663,0.0158042,0.0158042
0.989583,0.588542,0.0159421,0.0394953,0.0314614,0.0314614
0.0104167,0.598958,0.0158012,0.0387129,0.0311506,0.0311506
0.00520833,0.604167,0.0310703,0.0077887,0.0154934,0.0154934
0.0260417,0.598958,0.0625899,0.0850795,0.0778036,0.0778036
0.0208333,0.604167,0.0773187,0.0544814,0.0619322,0.0619322
0.0416667,0.598958,0.109229,0.131241,0.124269,0.124269
0.0364583,0.604167,0.123382,0.101043,0.108222,0.108222
0.0572917,0.598958,0.155605,0.177087,0.170435,0.170435
0.0520833,0.604167,0.169149,0.147362,0.154251,0.154251
0.0729167,0.598958,0.201608,0.222507,0.216191,0.216191
0.0677083,0.604167,0.214509,0.193325,0.199908,0.199908
0.0885417,0.598958,0.247126,0.267391,0.261426,0.261426
0.0833333,0.604167,0.259353,0.238824,0.245084,0.245084
0.104167,0.598958,0.292049,0.31163,0.306031,0.306031
0.0989583,0.604167,0.303573,0.283747,0.289669,0.289669
0.119792,0.598958,0.33627,0.35512,0.349898,0.349898
0.114583,0.604167,0.347063,0.327987,0.333556,0.333556
0.135417,0.598958,0.379681,0.397754,0.392923,0.392923
0.130208,0.604167,0.389717,0.371437,0.37664,0.37664
0.151042,0.598958,0.422178,0.43943,0.435001,0.435001
0.145833,0.604167,0.431434,0.413992,0.418816,0.418816
0.166667,0.598958,0.463659,0.480047,0.476031,0.476031
0.161458,0.604167,0.472111,0.45555,0.459984,0.459984
0.182292,0.598958,0.504024,0.519508,0.515915,0.515915
0.177083,0.604167,0.511652,0.496011,0.500043,0.500043
0.197917,0.598958,0.543175,0.557718,0.554555,0.554555
0.192708,0.604167,0.549961,0.535277,0.538898,0.538898
0.213542,0.598958,0.581018,0.594584,0.59186,0.59186
0.208333,0.604167,0.586946,0.573253,0.576455,0.576455
0.229167,0.598958,0.617462,0.630018,0.627739,0.627739
0.223958,0.604167,0.622517,0.609849,0.612622,0.612622
0.244792,0.598958,0.652419,0.663935,0.662105,0.662105
0.239583,0.604167,0.656589,0.644976,0.647314,0.647314
0.260417,0.598958,0.685805,0.696251,0.694876,0.694876
0.255208,0.604167,0.68908,0.678549,0.680447,0.680447
0.276042,0.598958,0.717539,0.726891,0.725974,0.725974
0.270833,0.604167,0.719911,0.710487,0.71194,0.71194
0.291667,0.598958,0.747545,0.75578,0.755322,0.755322
0.286458,0.604167,0.749009,0.740714,0.741718,0.741718
0.307292,0.598958,0.775751,0.782848,0.782851,0.782851
0.302083,0.604167,0.776303,0.769157,0.769709,0.769709
0.322917,0.598958,0.802089,0.80803,0.808494,0.808494
0.317708,0.604167,0.801727,0.795746,0.795846,0.795846
0.338542,0.598958,0.826495,0.831266,0.832189,0.832189
0.333333,0.604167,0.82522,0.820419,0.820066,0.820066
0.354167,0.598958,0.84891,0.852499,0.853879,0.853879
0.348958,0.604167,0.846726,0.843115,0.84231,0.84231
0.369792,0.598958,0.86928,0.871678,0.873512,0.873512
0.364583,0.604167,0.866192,0.863781,0.862524,0.862524
0.385417,0.598958,0.887557,0.888758,0.891041,0.891041
0.380208,0.604167,0.883572,0.882365,0.880661,0.880661
0.401042,0.598958,0.903696,0.903696,0.906423,0.906423
0.395833,0.604167,0.898824,0.898824,0.896677,0.896677
0.416667,0.598958,0.917659,0.916458,0.919622,0.919622
0.411458,0.604167,0.911911,0.913117,0.910532,0.910532
0.432292,0.598958,0.929411,0.927012,0.930605,0.930605
0.427083,0.604167,0.922801,0.925211,0.922193,0.922193
0.447917,0.598958,0.938925,0.935332,0.939346,0.939346
0.442708,0.604167,0.931469,0.935076,0.931633,0.931633
0.463542,0.598958,0.946177,0.941399,0.945825,0.945825
0.458333,0.604167,0.937894,0.942688,0.938829,0.938829
0.479167,0.598958,0.95115,0.945198,0.950024,0.950024
0.473958,0.604167,0.942059,0.948029,0.943763,0.943763
0.494792,0.598958,0.953833,0.946721,0.951935,0.951935
0.489583,0.604167,0.943955,0.951087,0.946423,0.946423
0.510417,0.598958,0.954217,0.945962,0.951553,0.951553
0.505208,0.604167,0.943578,0.951853,0.946803,0.946803
0.526042,0.598958,0.952304,0.942925,0.948878,0.948878
0.520833,0.604167,0.940928,0.950326,0.944903,0.944903
0.541667,0.598958,0.948097,0.937616,0.943918,0.943918
0.536458,0.604167,0.936011,0.946509,0.940726,0.940726
0.557292,0.598958,0.941606,0.930048,0.936683,0.936683
0.552083,0.604167,0.92884,0.940413,0.934282,0.934282
0.572917,0.598958,0.932847,0.920239,0.927192,0.927192
0.567708,0.604167,0.919432,0.93205,0.925588,0.925588
0.588542,0.598958,0.921841,0.908214,0.915467,0.915467
0.583333,0.604167,0.90781,0.921443,0.914664,0.914664
0.604167,0.598958,0.908615,0.894,0.901537,0.901537
0.598958,0.604167,0.894,0.908615,0.901537,0.901537
0.619792,0.598958,0.893201,0.877633,0.885435,0.885435
0.614583,0.604167,0.878038,0.893599,0.886238,0.886238
0.635417,0.598958,0.875635,0.859152,0.867199,0.867199
0.630208,0.604167,0.85996,0.876429,0.868803,0.868803
0.651042,0.598958,0.85596,0.8386,0.846875,0.846875
0.645833,0.604167,0.839812,0.857149,0.849276,0.849276
0.666667,0.598958,0.834224,0.816028,0.82451,0.82451
0.661458,0.604167,0.817641,0.835803,0.827702,0.827702
0.682292,0.598958,0.810478,0.791491,0.80016,0.80016
0.677083,0.604167,0.7935,0.812444,0.804135,0.804135
0.697917,0.598958,0.78478,0.765046,0.773881,0.773881
0.692708,0.604167,0.767449,0.787127,0.778631,0.778631
0.713542,0.598958,0.757193,0.736759,0.745738,0.745738
0.708333,0.604167,0.739549,0.759914,0.75125,0.75125
0.729167,0.598958,0.727781,0.706696,0.715799,0.715799
0.723958,0.604167,0.709867,0.73087,0.72206,0.72206
0.744792,0.598958,0.696617,0.674931,0.684135,0.684135
0.739583,0.604167,0.678477,0.700066,0.69113,0.69113
0.760417,0.598958,0.663776,0.641539,0.650823,0.650823
0.755208,0.604167,0.645452,0.667574,0.658536,0.658536
0.776042,0.598958,0.629335,0.606602,0.615943,0.615943
0.770833,0.604167,0.610873,0.633475,0.624354,0.624354
0.791667,0.598958,0.59338,0.570204,0.579579,0.579579
0.786458,0.604167,0.574823,0.597849,0.588669,0.588669
0.807292,0.598958,0.555995,0.532431,0.541819,0.541819
0.802083,0.604167,0.537389,0.560783,0.551566,0.551566
0.822917,0.598958,0.517272,0.493376,0.502754,0.502754
0.817708,0.604167,0.498661,0.522366,0.513133,0.513133
0.838542,0.598958,0.477303,0.453132,0.462477,0.462477
0.833333,0.604167,0.458732,0.48269,0.473465,0.473465
0.854167,0.598958,0.436185,0.411797,0.421087,0.421087
0.848958,0.604167,0.417698,0.441851,0.432656,0.432656
0.869792,0.598958,0.394016,0.369469,0.378681,0.378681
0.864583,0.604167,0.375659,0.399947,0.390805,0.390805
0.885417,0.598958,0.3509,0.326251,0.335364,0.335364
0.880208,0.604167,0.332716,0.35708,0.348012,0.348012
0.901042,0.598958,0.306939,0.282246,0.291239,0.291239
0.895833,0.604167,0.288972,0.313352,0.304381,0.304381
0.916667,0.598958,0.262239,0.237562,0.246412,0.246412
0.911458,0.604167,0.244533,0.26887,0.260016,0.260016
0.932292,0.598958,0.216908,0.192305,0.200991,0.200991
0.927083,0.604167,0.199505,0.223739,0.215025,0.215025
0.947917,0.598958,0.171055,0.146584,0.155087,0.155087
0.942708,0.604167,0.153998,0.178069,0.169516,0.169516
0.963542,0.598958,0.124792,0.10051,0.108808,0.108808
0.958333,0.604167,0.10812,0.13197,0.123599,0.123599
0.979167,0.598958,0.0782282,0.0541938,0.0622679,0.0622679
0.973958,0.604167,0.0619832,0.0855528,0.0773841,0.0773841
0.994792,0.598958,0.0314773,0.00774659,0.0155774,0.0155774
0.989583,0.604167,0.0156978,0.0389291,0.0309827,0.0309827
0.0104167,0.614583,0.0155348,0.0380211,0.030622,0.030622
0.00520833,0.619792,0.0304961,0.00765654,0.0152167,0.0152167
0.0260417,0.614583,0.0615502,0.0835592,0.0764832,0.0764832
0.0208333,0.619792,0.0758977,0.0535565,0.060826,0.060826
0.0416667,0.614583,0.107418,0.128896,0.12216,0.12216
0.0364583,0.619792,0.121117,0.0993277,0.106289,0.106289
0.0572917,0.614583,0.153028,0.173923,0.167543,0.167543
0.0520833,0.619792,0.166046,0.14486,0.151496,0.151496
0.0729167,0.614583,0.198271,0.218531,0.212522,0.212522
0.0677083,0.619792,0.210576,0.190044,0.196337,0.196337
0.0885417,0.614583,0.243036,0.262613,0.256989,0.256989
0.0833333,0.619792,0.254599,0.23477,0.240706,0.240706
0.104167,0.614583,0.287217,0.306063,0.300837,0.300837
0.0989583,0.619792,0.29801,0.27893,0.284495,0.284495
0.119792,0.614583,0.330707,0.348775,0.34396,0.34396
0.114583,0.619792,0.340704,0.322419,0.327599,0.327599
0.135417,0.614583,0.373401,0.390648,0.386255,0.386255
0.130208,0.619792,0.382577,0.365132,0.369913,0.369913
0.151042,0.614583,0.415196,0.431579,0.427619,0.427619
0.145833,0.619792,0.42353,0.406965,0.411336,0.411336
0.166667,0.614583,0.455991,0.471471,0.467953,0.467953
0.161458,0.619792,0.463462,0.447818,0.451768,0.451768
0.182292,0.614583,0.495688,0.510228,0.50716,0.50716
0.177083,0.619792,0.502279,0.487592,0.491112,0.491112
0.197917,0.614583,0.534193,0.547755,0.545144,0.545144
0.192708,0.619792,0.539887,0.526191,0.529273,0.529273
0.213542,0.614583,0.57141,0.583963,0.581816,0.581816
0.208333,0.619792,0.576195,0.563524,0.566159,0.566159
0.229167,0.614583,0.607252,0.618764,0.617086,0.617086
0.223958,0.619792,0.611115,0.599498,0.60168,0.60168
0.244792,0.614583,0.641632,0.652075,0.650869,0.650869
0.239583,0.619792,0.644563,0.634029,0.635753,0.635753
0.260417,0.614583,0.674466,0.683815,0.683084,0.683084
0.255208,0.619792,0.67646,0.667033,0.668293,0.668293
0.276042,0.614583,0.705676,0.713908,0.713654,0.713654
0.270833,0.619792,0.706727,0.698429,0.699224,0.699224
0.291667,0.614583,0.735186,0.742281,0.742504,0.742504
0.286458,0.619792,0.735292,0.728143,0.72847,0.72847
0.307292,0.614583,0.762926,0.768866,0.769566,0.769566
0.302083,0.619792,0.762086,0.756104,0.755961,0.755961
0.322917,0.614583,0.788829,0.793598,0.794773,0.794773
0.317708,0.619792,0.787045,0.782242,0.781631,0.781631
0.338542,0.614583,0.812831,0.816419,0.818066,0.818066
0.333333,0.619792,0.810108,0.806497,0.805419,0.805419
0.354167,0.614583,0.834876,0.837273,0.839389,0.839389
0.348958,0.619792,0.83122,0.828808,0.827265,0.827265
0.369792,0.614583,0.85491,0.856111,0.858689,0.858689
0.364583,0.619792,0.85033,0.849123,0.847119,0.847119
0.385417,0.614583,0.872885,0.872885,0.87592,0.87592
0.380208,0.619792,0.867392,0.867392,0.864932,0.864932
0.401042,0.614583,0.888758,0.887557,0.891041,0.891041
0.395833,0.619792,0.882365,0.883572,0.880661,0.880661
0.416667,0.614583,0.90249,0.900091,0.904016,0.904016
0.411458,0.619792,0.895213,0.897623,0.894269,0.894269
0.432292,0.614583,0.914048,0.910457,0.914812,0.914812
0.427083,0.619792,0.905904,0.909512,0.905722,0.905722
0.447917,0.614583,0.923405,0.918629,0.923405,0.923405
0.442708,0.619792,0.914413,0.91921,0.914994,0.914994
0.463542,0.614583,0.930537,0.924588,0.929774,0.929774
0.458333,0.619792,0.92072,0.926693,0.922061,0.922061
0.479167,0.614583,0.935429,0.928319,0.933902,0.933902
0.473958,0.619792,0.92481,0.931944,0.926907,0.926907
0.494792,0.614583,0.938067,0.929815,0.935781,0.935781
0.489583,0.619792,0.926672,0.93495,0.929519,0.929519
0.510417,0.614583,0.938446,0.92907,0.935405,0.935405
0.505208,0.619792,0.926301,0.935703,0.929893,0.929893
0.526042,0.614583,0.936564,0.926087,0.932776,0.932776
0.520833,0.619792,0.9237,0.934202,0.928026,0.928026
0.541667,0.614583,0.932427,0.920873,0.927899,0.927899
0.536458,0.619792,0.918874,0.930451,0.923924,0.923924
0.557292,0.614583,0.926043,0.913441,0.920787,0.920787
0.552083,0.619792,0.911834,0.924458,0.917595,0.917595
0.572917,0.614583,0.917429,0.903808,0.911457,0.911457
0.567708,0.619792,0.902599,0.916238,0.909056,0.909056
0.588542,0.614583,0.906606,0.891997,0.899931,0.899931
0.583333,0.619792,0.891189,0.90581,0.898328,0.898328
0.604167,0.614583,0.893599,0.878038,0.886238,0.886238
0.598958,0.619792,0.877633,0.893201,0.885435,0.885435
0.619792,0.614583,0.878439,0.861963,0.870409,0.870409
0.614583,0.619792,0.861963,0.878439,0.870409,0.870409
0.635417,0.614583,0.861164,0.843812,0.852483,0.852483
0.630208,0.619792,0.844217,0.861562,0.853286,0.853286
0.651042,0.614583,0.841815,0.823628,0.832503,0.832503
0.645833,0.619792,0.824438,0.842608,0.834107,0.834107
0.666667,0.614583,0.820438,0.801459,0.810518,0.810518
0.661458,0.619792,0.802673,0.821625,0.812919,0.812919
0.682292,0.614583,0.797085,0.77736,0.786581,0.786581
0.677083,0.619792,0.778974,0.798662,0.789773,0.789773
0.697917,0.614583,0.771812,0.751388,0.760748,0.760748
0.692708,0.619792,0.7534,0.773775,0.764724,0.764724
0.713542,0.614583,0.744681,0.723605,0.733083,0.733083
0.708333,0.619792,0.726011,0.747024,0.737832,0.737832
0.729167,0.614583,0.715756,0.694079,0.703651,0.703651
0.723958,0.619792,0.696873,0.718473,0.709163,0.709163
0.744792,0.614583,0.685107,0.662881,0.672525,0.672525
0.739583,0.619792,0.666058,0.688191,0.678786,0.678786
0.760417,0.614583,0.652808,0.630086,0.639778,0.639778
0.755208,0.619792,0.633638,0.656251,0.646774,0.646774
0.776042,0.614583,0.618937,0.595773,0.60549,0.60549
0.770833,0.619792,0.599692,0.62273,0.613203,0.613203
0.791667,0.614583,0.583576,0.560025,0.569743,0.569743
0.786458,0.619792,0.564302,0.587709,0.578155,0.578155
0.807292,0.614583,0.54681,0.522927,0.532624,0.532624
0.802083,0.619792,0.527554,0.551272,0.541714,0.541714
0.822917,0.614583,0.508726,0.484569,0.494222,0.494222
0.817708,0.619792,0.489535,0.513506,0.503969,0.503969
0.838542,0.614583,0.469418,0.445044,0.454629,0.454629
0.833333,0.619792,0.450337,0.474503,0.465009,0.465009
0.854167,0.614583,0.42898,0.404446,0.413941,0.413941
0.848958,0.619792,0.410055,0.434357,0.424928,0.424928
0.869792,0.614583,0.387509,0.362874,0.372255,0.372255
0.864583,0.619792,0.368786,0.393165,0.383825,0.383825
0.885417,0.614583,0.345105,0.320427,0.329673,0.329673
0.880208,0.619792,0.326629,0.351025,0.341796,0.341796
0.901042,0.614583,0.30187,0.277208,0.286296,0.286296
0.895833,0.619792,0.283686,0.308039,0.298944,0.298944
0.916667,0.614583,0.257909,0.233322,0.24223,0.24223
0.911458,0.619792,0.240061,0.26431,0.255372,0.255372
0.932292,0.614583,0.213328,0.188872,0.197581,0.197581
0.927083,0.619792,0.195857,0.219945,0.211185,0.211185
0.947917,0.614583,0.168233,0.143968,0.152455,0.152455
0.942708,0.619792,0.151183,0.17505,0.166489,0.166489
0.963542,0.614583,0.122734,0.0987162,0.106962,0.106962
0.958333,0.619792,0.106146,0.129732,0.121392,0.121392
0.979167,0.614583,0.0769405,0.0532265,0.0612112,0.0612112
0.973958,0.619792,0.0608534,0.0841023,0.076002,0.076002
0.994792,0.614583,0.0309624,0.00760823,0.015313,0.015313
0.989583,0.619792,0.0154154,0.0382692,0.0304293,0.0304293
0.0104167,0.630208,0.0152312,0.0372377,0.0300196,0.0300196
0.00520833,0.635417,0.0298487,0.00750593,0.0149033,0.0149033
0.0260417,0.630208,0.0603623,0.0818377,0.0749786,0.0749786
0.0208333,0.635417,0.0742941,0.0525026,0.0595733,0.0595733
0.0416667,0.630208,0.105349,0.126241,0.119757,0.119757
0.0364583,0.635417,0.118562,0.0973731,0.1041,0.1041
0.0572917,0.630208,0.150083,0.17034,0.164247,0.164247
0.0520833,0.635417,0.162544,0.142009,0.148376,0.148376
0.0729167,0.630208,0.194456,0.21403,0.208341,0.208341
0.0677083,0.635417,0.206136,0.186304,0.192294,0.192294
0.0885417,0.630208,0.238361,0.257204,0.251934,0.251934
0.0833333,0.635417,0.249232,0.23015,0.235749,0.235749
0.104167,0.630208,0.281693,0.299758,0.294919,0.294919
0.0989583,0.635417,0.291729,0.273442,0.278636,0.278636
0.119792,0.630208,0.324347,0.341591,0.337194,0.337194
0.114583,0.635417,0.333523,0.316075,0.320852,0.320852
0.135417,0.630208,0.366221,0.382601,0.378656,0.378656
0.130208,0.635417,0.374515,0.357947,0.362295,0.362295
0.151042,0.630208,0.407213,0.42269,0.419207,0.419207
0.145833,0.635417,0.414605,0.398957,0.402865,0.402865
0.166667,0.630208,0.447224,0.46176,0.458747,0.458747
0.161458,0.635417,0.453697,0.439007,0.442464,0.442464
0.182292,0.630208,0.486159,0.499719,0.497183,0.497183
0.177083,0.635417,0.491697,0.477998,0.480998,0.480998
0.197917,0.630208,0.523924,0.536473,0.53442,0.53442
0.192708,0.635417,0.528513,0.515839,0.518373,0.518373
0.213542,0.630208,0.560426,0.571936,0.57037,0.57037
0.208333,0.635417,0.564056,0.552437,0.554499,0.554499
0.229167,0.630208,0.59558,0.60602,0.604946,0.604946
0.223958,0.635417,0.598241,0.587704,0.589289,0.589289
0.244792,0.630208,0.629299,0.638645,0.638065,0.638065
0.239583,0.635417,0.630985,0.621556,0.622659,0.622659
0.260417,0.630208,0.661502,0.669732,0.669646,0.669646
0.255208,0.635417,0.66221,0.65391,0.65453,0.65453
0.276042,0.630208,0.692113,0.699205,0.699615,0.699615
0.270833,0.635417,0.691839,0.684689,0.684824,0.684824
0.291667,0.630208,0.721056,0.726994,0.727897,0.727897
0.286458,0.635417,0.719803,0.713819,0.713468,0.713468
0.307292,0.630208,0.748263,0.753031,0.754427,0.754427
0.302083,0.635417,0.746033,0.741229,0.740393,0.740393
0.322917,0.630208,0.773668,0.777255,0.779138,0.779138
0.317708,0.635417,0.770467,0.766854,0.765534,0.765534
0.338542,0.630208,0.79721,0.799606,0.801973,0.801973
0.333333,0.635417,0.793044,0.790632,0.788831,0.788831
0.354167,0.630208,0.818831,0.820031,0.822876,0.822876
0.348958,0.635417,0.813712,0.812504,0.810228,0.810228
0.369792,0.630208,0.838481,0.838481,0.841796,0.841796
0.364583,0.635417,0.83242,0.83242,0.829673,0.829673
0.385417,0.630208,0.856111,0.85491,0.858689,0.858689
0.380208,0.635417,0.849123,0.85033,0.847119,0.847119
0.401042,0.630208,0.871678,0.86928,0.873512,0.873512
0.395833,0.635417,0.863781,0.866192,0.862524,0.862524
0.416667,0.630208,0.885147,0.881556,0.886232,0.886232
0.411458,0.635417,0.876358,0.879967,0.875852,0.875852
0.432292,0.630208,0.896483,0.891709,0.896816,0.896816
0.427083,0.635417,0.886824,0.891622,0.887069,0.887069
0.447917,0.630208,0.90566,0.899713,0.90524,0.90524
0.442708,0.635417,0.895155,0.90113,0.89615,0.89615
0.463542,0.630208,0.912656,0.90555,0.911483,0.911483
0.458333,0.635417,0.901329,0.908466,0.903071,0.903071
0.479167,0.630208,0.917454,0.909205,0.91553,0.91553
0.473958,0.635417,0.905333,0.913614,0.907817,0.907817
0.494792,0.630208,0.920041,0.910669,0.917372,0.917372
0.489583,0.635417,0.907156,0.916561,0.910376,0.910376
0.510417,0.630208,0.920413,0.90994,0.917003,0.917003
0.505208,0.635417,0.906793,0.9173,0.910742,0.910742
0.526042,0.630208,0.918568,0.907019,0.914426,0.914426
0.520833,0.635417,0.904247,0.915829,0.908914,0.908914
